linid;category;rate;installs
3e3332baac34aa614fcfe41d0dfbd21660578233da157dd0c9d05218d6da25b3;Books & Reference;4.4;10,000,000+
d6a00c87198edae8f802ad7529cea93de3ae0e7de4df848fc24aaf75e7b17cb8;Simulation;4.1;1,000,000+
d9529762ea5a852c5b705f0d3fa52a22c1fa00103ecc024f66154a3ef653554c;Education;3.9;500,000+
33243b2fd8ed52bd1f6a4bf8089c36a4207cdf7da0b5bd93b1bfb4286933dd77;Communication;3.7;100,000+
30eb1174950cac4811861903b4811198c8d50b81906f68b567c2526f6f625180;Travel & Local;4.0;1,000,000+
2d3245a8ba42af7407e8b6978d9b1ed52033ed023326145c8534a8f208423a05;Simulation;4.3;10,000,000+
c63c29b23dc054e56b235da629b9b6ff316914f29158900ab4f96703c13e8c4b;Casual;3.5;50,000+
d911b69cb7d12d0045ac9016732bf709f750b7814d1a314837b03bc40351180f;Books & Reference;4.9;5,000,000+
cf7896875011a87eaa89c1327e941d50ffd1da21a03cc8f3627404d9903de369;Social;4.2;10,000,000+
ad4b3813aa387b6da95dd57c13754cd8cf600eeb087872cef3e55fb2021f09e4;Tools;4.7;10,000,000+
a3c34f8c7b1a44045129928ba9a37f05d93c59b9cc587ad37f2b6139601675b5;Education;4.4;5,000+
32109a3d2f9761c9b4037cd3656d4de7a689162aa75dea3e2b07c1bfe7318909;Music & Audio;4.5;10,000,000+
7991aff3ab0ea09516824770fdea6337afffc3d1f85cb45ae11e468c61df0fd8;Business;4.1;5,000,000+
c1cf59bb7b444404a8a57d65704df70b790bc5a0388c81aaf33e579f1c12790c;Shopping;4.4;10,000,000+
e0615e6b685ccf1dc1c1b0973c11959670347dc50c8d43a4f4310b513bf8334e;Music & Audio;4.8;10,000+
9410f72bec97d90dfceb5cc4494cffe3306b6c5910bf8628506cf416ddacc7f6;Books & Reference;4.6;100,000+
c56acc5243846ce9cc31001797b4edb5cc50800375d557c5ac3cb9b9c9421ce6;Health & Fitness;4.2;500,000+
f51c2806470af85dd7cac6eab03bf2e3a302f74ffc5172dea68cde05eb172718;Lifestyle;4.2;500,000+
fa10de303d7fed0d9fccc11cc8f0342f71c7dac6f7057690ee3533e9fee9618a;Role Playing;4.3;10,000,000+
6c37ee95797706e3c78d1b46642adf0659d1200687465d77e328e3f1e6e06722;Entertainment;3.8;100,000+
9d25f9b9f0587a5916b0f607c7f11222718f88c235e433aa481e3a3cfe2c5023;Travel & Local;4.2;100,000+
e4c66b8e772dcf166b43b435f4a7a4825df40dc9d6574b2316ec57334f5732a4;Weather;3.9;100,000+
cf94b34dc8ba09e4d4d78a27d12605619a65eadcd78f64ad38529effdffdeb51;Weather;4.2;100,000+
f4ef74e65e30e1e0338743a39c486643cb263749f259a7c782b4d347abd2a103;Business;3.9;10,000+
06af5d469a61e308bd8f3439af8c21f6a8c519a60140f25b2f71594383e5c41c;Productivity;4.5;5,000,000+
3303cb7661bd5ae47621c0e208c70cb5bc93f47ffbed23955c2efddc077cea00;Communication;3.3;100,000+
22255f10b405eb811011aadcb3532afcb2590717f7d1d32f0e2a16b4c11193a4;Photography;3.8;100,000+
dd2fd666a8ac114bb76540bdd7389af5574856c1179c00ae235d547beff514f9;Card;4.1;1,000,000+
2cbb0f486709ea8721b3d2d2d655099c6767aa519524b3a729512fa226821db4;Communication;4.5;5,000,000+
1ad2f2d7c47e20a10bfafab8acb032488f2a66c55f3b94a2bda389acb1526512;Business;3.3;100,000+
c7f84bc328124ba9a9446e879e6d71b0216787d143a1dad444bf98f85a80c305;Card;3.9;1,000,000+
4f903d29e38d6d5dadf0263277d5707a022e49bfb46b84c60fc2e38f9f2d8758;Puzzle;4.6;1,000,000+
4a7fa8c1dd963406798f2430e580c3b50f7c81fc70156827df9f00800f449d0e;Travel & Local;3.3;500,000+
7d63432c41b3246b0eea886d1fd8a18c6d9504aba726149aadff0d0579eb67f9;Puzzle;4.3;1,000,000+
64ced7b285f3d60ca6bb82f52cd272a0e8272f642a520de3deb8080c64ee9a5a;News & Magazines;3.4;50,000+
2bb454c53f46166cf9c72d70e30d748217c7ce8a78f490737041dcd1d84bb724;Travel & Local;4.5;1,000,000+
2832f1b90322c83a21726497d5d9d7f0154001713f25e767ce57e854fdf89a81;Travel & Local;4.0;5,000,000+
0d1813edc5bd733d2ddd5c572b963190d75924d97aae878121e56535e198ed21;Tools;4.5;500,000+
32d3cd1e5c7e98e16976a54419ca75149df0fdbc4d97f001043d9069cdca48f5;Finance;4.2;100,000+
b895fa7243cb377b80d132826588f9eb56d5e03d24cc17c904a91c8bc7040f3c;Business;2.7;50,000+
90ef34e3780ac4328ffaa8d1dcb864d19a6414dc2d3c21cf412c916c32962669;News & Magazines;4.5;1,000+
aaad35bfee7e0ed271ddf306100c7ad757b07610ac49ffec93e0863da7e84a20;Entertainment;3.6;5,000,000+
3ec1f4eaf9cf5b76f0e6dc2f3a5e7aa231f3bce3df25d9128c2d60bb1d0ed7cb;Lifestyle;4.4;10,000+
16abafdcd84b8eaa426bac2700d7a4b1add3602d6d258c2e780130cb707a3b94;Auto & Vehicles;4.5;100,000+
fdc5b5acc30fa682d1988f852c998cc5ed1b6fbf2ca5e59f6d3f3a430ad5f426;Tools;4.3;100,000+
73e205bcc76325c7f72c9030dd5410600348d9a29c1efb3270ef6a273ccec52a;Shopping;4.0;50,000+
6d1897e8e9bb1fba22896eaaa46b76aa6cfa87696021f39457924bcc4c4104ec;Music & Audio;4.5;100,000+
cef680da7701ac1118958717eb49e4a4f97095e0ab7b82b238d022f8e0495192;Music & Audio;4.6;1,000,000+
ad998aa5daa239f30478d50ddc425d27e8f4abd3d391dd42e0842aa27f11ca8a;News & Magazines;4.4;100,000+
50452537f005b1307aa63bad02472e10ec1c0a4f541364f7c3b1356a0cdd5051;Travel & Local;4.4;100,000,000+
dfad7e0efb385469ced26568da0dde3749ef6a2c22c1e15bef3f4b8cf928a7b9;Puzzle;4.4;1,000,000+
9f235359a5252fd58cec6d67316c3b64b3d80d3c7bbe85f643e9d42903efe942;Shopping;4.4;1,000,000+
eb9dd0f77f1cb29edd43010b6a48a1b41f7f7a52fe0d980270fd5db670ae5c7e;Shopping;4.5;1,000,000+
9b49339f60e2b60b59acb8156266fb5ae3c3524cf98b519fde112b61394d774d;Music & Audio;4.5;50,000+
320f0e83f7ee8f216876dd3721c0c2ee50ae285b5109c366f3ea0513e87159ed;Puzzle;4.4;500,000+
0980587c3d2495f17618cf6d8474d4e4562560aeb8b0945d0dff69e7af6ea233;Shopping;4.3;1,000,000+
2fa2e8dfe9d4d74c5c68687e2e28f2831e3b38ae5c35b40573243fa9984835ed;Productivity;4.0;1,000,000+
b49534b05d9c5ca087178a49cc0c40991c49c2150545f1473fe26c60fcb2db4b;Social;4.5;50,000,000+
2c66ec7a322200578cd4fced48a38fe653b89629777c718776ae59b08c508709;Food & Drink;4.3;5,000,000+
44f59e03b71a9643f93d22dafc27014348b775924b203aff8e3e67e25efe8b8d;Business;3.6;5,000,000+
461bfd801023ca27bf6e294d8a9c511a4b2cf9eb5db68f011149861ce07dab2d;News & Magazines;3.8;100,000+
f0ede3beb41d34278bf1f588a4631fe8eb28b7349cb9e311aec5de930cba48dc;Personalization;4.1;5,000,000+
ea6de5acc32f2cb61059af1f15aedf7692b9aa78289f7ae448cd0bc563d5584c;Productivity;4.2;100,000+
408cdbd32df5000bdde8554965f56e6cf47e12db86e319225ac703a1780a24c9;Productivity;4.7;1,000,000+
a9f74574976a9fefd069aadd4c5a2c8a820780748127a25f3233c4190c8f7267;Tools;4.2;10,000,000+
525505f0eb9cdd5f36ea31fda0968d797bfd8ad1c70a708a457c13298c9d1f75;Casual;4.3;10,000,000+
f7f935863c60328dfa99e587ccdae3d53aadeb55d3b63ee923499e93d09eef45;Food & Drink;4.4;1,000,000+
2a4491c90f93bef5b1f2e65b669982b15b0c2726e6e3d57a6f4d57bad96e0d8d;Weather;4.1;10,000+
ac914fdea711ad609d67682f2cda3987cba6e71a42bb63b879f94cd41073a349;Simulation;4.2;500,000+
3b3c393f469f17887b3439471f8c272517af052792f750940d4d13becf3a6332;Productivity;3.7;50,000+
c14d78a854d4d44e1bd6c32ee4245d3e7a4b902b1000a316c5d28b8c08b46a22;Maps & Navigation;4.1;1,000,000+
fe37ad450db0622914a68e969330ca204baaab409f6a4fcdaf77da200e0dfb4e;Board;4.4;10,000+
53d0d49a2b5f02f6eb5385f40869297221a91dfd782207cd6e814d6f2d4db67c;News & Magazines;4.0;50,000+
61bc296cb70990bc89fcacd70b512b4945af7c46e58f1e2b8be9c964013005cb;Finance;4.2;10,000+
81b3fb51a8d790ff7855fa05e593085301204157ce86b82e6cbc73b1ffbf7909;Food & Drink;4.0;1,000,000+
66d9a1cb83e7ddb91ff16b96f28654348cfa7201affef3d1f18bcdd09fe386e7;Social;3.2;100,000+
89d00a6f046a13832279b0897ae8a39e53543292bc65365f496212f56f216b7b;Health & Fitness;4.0;1,000,000+
0a75a8f8dd2378d13aca92df623c9b0bc1b07d8f883c135fefda51da690aa6fe;Personalization;4.3;1,000,000+
27afa80cb170962dd441bc3016a101d261ec35851c1823598a872317c0c8d64a;Tools;4.5;100,000+
c9ebd1271aa9e9dee2bce5129c5ecaa6b13314ff1847f1b60345c485b55686e4;Finance;3.4;100,000+
382d6630f211a8b77e3d771a9e9d8385f5dd40607e0874e8306358b0c1790c09;Food & Drink;4.2;5,000,000+
e0c2275f271ea381e3c3496abef0a5680d7e339cc5a1dfbe95431ea8d14219de;Books & Reference;4.8;10,000,000+
340d8e89dad4b0279d3b732355853bee09a1ba60d013cbcf209e524127e8513b;Word;4.3;5,000,000+
f53e8f1eba5146eaf5433c923b349dc389cc00e1a441fb064708c90ee653408d;Maps & Navigation;3.5;100,000+
f1fa2528950b04d0035af26712689191f03a5791d6c54f4c21c12c1718223397;Maps & Navigation;4.5;1,000,000+
1aa6e9c795671314bc8e23c382e05cb173121916983489395c2f82cee2a42c46;Communication;3.5;100,000+
c91ed72fece930f16d05bedda0d8b7df9edbc16786c0935a49423c36a1849a28;Personalization;4.6;1,000,000+
9432787014e2bdb92e5c0ef312daf2cc7f2b3fb169f26602f3ffaec77de24b90;Travel & Local;3.8;500,000+
259613775a37d3e71913f6c4fc173c506df9f95c146c402af6dfc6b609c16076;Casual;4.2;1,000,000+
ef6cb8012ec99f12127d09cef2c90c7643daba395085ae19f62b8c4f34633b6d;Tools;2.9;1,000+
c998eaf74b39e1fa94e7463848c94ce5c4754429e3be3c92d6bb4c47702a555b;Productivity;4.3;100,000+
d6bc35d0b5ac13986186ec1ccb30b569057194c39699c6c4d7da5c7defc07e0e;Entertainment;3.5;100,000+
8f2838314c973a47ac31e179c4653be520e92125fa5f58f3759f33a06c9621b9;Books & Reference;4.7;50,000+
043b255ab4de24720584eb2b33d341ed43ee383285f30f25c768d9e1d7982b22;Finance;4.4;10,000,000+
aaa0eec01bb6a383c19cddc5624e1d25a897ba1172b1f324ddcb805cfdb03418;Health & Fitness;4.5;100,000+
4089474a946820a84c82339e7d7d85e5783eaf0baae1d889ed34be8364daa93f;Video Players & Editors;4.1;10,000,000+
b3ff64d991e70cb41536890c86af639f7eb096bc30dc709935236dec851c86a9;Entertainment;4.4;10,000+
5e664bd7c6a25a0b67ea49f04d0038f49ed2b44a407613788dcf73477c5de785;Photography;4.0;1,000,000+
f713a66c0a3866adf1b3548d6689a59fffcbd13bc81ca20c89a5aab9f4be55e2;Tools;4.3;100,000+
79e84480d59f326263344130a262ead8138d36d1a3f1f45eb1b0d9ef9a9d917c;Sports;4.3;50,000+
950cb264246d1b73909e8f8d7da0e9f4e33c4da660fa5a71d3813d77eb22d3f6;Sports;4.2;10,000+
6bcc9cb2572075ab44278619e1ef340a5ace12548c4ccf71b5ee3500e3ef634a;Business;4.4;5,000+
5192072856c738c2d1d7b7c8a7515626c4ef69ab5cdf90f23c29c2614c991f6f;Maps & Navigation;3.7;100,000+
36a9ac4c8bb17b8364407616a27b4415a16e88e6fbc6041c481d32523fa76e35;Travel & Local;4.2;1,000,000+
3a5815f81522bb8adf0a47731205aa8f4d0aa1c347aecf73d3674c91b7129dac;Education;4.5;100,000+
52730e8c083efe4a66b0b3003e323b96ca044ebd12069cba0aa11af4c1f3c869;Books & Reference;4.8;1,000,000+
4769f851d205ac49bf22949c8319cfa48a0d1706e7e7e3e2f17d57ba06b8fe81;Simulation;3.5;100,000+
6761ca5e0f259bc013f5d526c8316ddd896358b7b62b466ca6061a8e7af3f3d6;Puzzle;4.4;500,000+
b535d6f1d1ed54632719c92a94e1a980496ccb144fe4ec04ea0372d6400c273a;Health & Fitness;3.7;100,000+
2cf027a997da2fe274e0f9f695d90b895ef02a103acb106011d347cdb0cf7c97;Parenting;3.8;10,000+
4212b6dd3e326b55247f82376f3c9cb8e2358f83244b233a022c4ae925d4af5b;Lifestyle;4.7;100,000+
69c4dc4ad6669db4b2bf113eae564f1d00d70cdfb9882f75402020762d536583;Personalization;4.2;5,000,000+
15484a4cc978d53cfbf2d51211e10bd48ddc154b35fc90ce07ed378efc265638;Music & Audio;4.5;1,000,000+
cda8f6fc78754b9a48a0c2ecee3e5f9375d8ed147c7d2911f1caa98761df04dc;Shopping;4.4;1,000,000+
cb7fbf95efa3ac0487f3e9b18f8c973adf969445c29b86d975b09d60720fc991;Photography;4.6;10,000,000+
ee9208bb401845e335d546d6344161ad1dfb54bd10c61eaa296255c2ce3547c9;Business;4.2;10,000+
2fa3ef327be6ab965ff349562912d416b759c57b51eef3749cb96883faff1b3c;Education;4.2;500,000+
f921af8a131c1d397b1284074b7c7623f64c47b5e18894b02b6bce357f4ae515;Finance;3.5;5,000,000+
4b0d575056ece616ccd1f97fbb4f57ff928f8b62ae7c191bd59e504c066c7de9;News & Magazines;4.2;500,000+
1792d408da63f2f429ca62eda6ccab324da65b7b31e72dbfe39a6879305956cf;Social;3.5;1,000,000+
285892831f6368ba1d4f260808001353e3ec19cff6e00e57de651663d5624c6f;Health & Fitness;4.1;500,000+
49dc6b506519839d9dee6c3bab130bb1b24e320d0a8529d6eed89b3a91bf914e;Productivity;3.6;50,000+
460b89de8fae3e61a552b4c45e0e6c72eaf7f00bc5c638b38c0c6956ad66bf98;Travel & Local;3.8;1,000,000+
b32e6add3002e9a0ed3061e14b9ac7dfbe012348871149c8be003d6b6948b81b;Travel & Local;3.9;5,000+
c0b30769a80f92ad98a94747c491c86378c4b92125f6270dd24c79efc2eb0956;Entertainment;4.2;50,000,000+
3fa3bbae0efcbd4fdc8d0e2263eb4fecdc87c6f0812aa1ab1158a18cc54ddce8;News & Magazines;3.3;100,000+
801bc119df0cf16ff4ae251e5df6f1e1034c5699bcfdec6999876fa48c9dbe2a;News & Magazines;4.5;1,000+
9763ffc1a704e918c750fb0551c57b25de05b9ea8bc19be12fe06cea2683d9a2;Lifestyle;3.2;10,000+
384ea2c728cd8f026207983d5e02a53d70af7b317b0d2c771290ef29f4ebfcdf;Action;4.3;50,000,000+
522c426cc9913e9484b2a13df22dca38c1e130cdaf9a3ff4240b6c9aba15f9f3;News & Magazines;3.9;100,000+
166cb8f9f4beb3a520d6e0f5f9cf7b20c60b8c98a2922372634c571f19754413;Action;4.3;1,000,000+
2e4a083423e9c9c8ea88c9f81ecc1b5bda98faad2c5c694c4a7e8f62b089f607;Education;4.5;100,000+
66275f77469cf43c4e30b01d84b84f5312a8a9c18bd9ac60053270e25bb93d3c;Card;4.5;5,000,000+
e01e6b393ac77da79b19d25ef656efdfd0eb8dc122c81ad75b9c4096217a41ce;Lifestyle;4.6;10,000,000+
eb328de1760c613fd3e882e2ed187d6378e127b03f11ee73ca4747628317f09a;Entertainment;4.5;100,000+
9092e80156bbd87a7433706d28f08bf4551fc9925b0d06cac8a19bc8d5b618ce;Music & Audio;4.2;100,000+
f5d8c6e4aeb538e933acba38d86d0ee972b92c086368ca038e85f082fad75956;News & Magazines;4.1;10,000+
b5b9b1aec5b997f9b08ac2fed6f3d5eb8187c6881453da397f9cf51025f89bad;Medical;4.6;1,000,000+
ee38379da2fdc6da7d7e3cd58ee661839b1c3335239e6656eae3997dccd9b98a;Health & Fitness;4.9;100,000+
6ba965cdc9b1e12901c4f48661bd9617b3bfdea753e4a8c5fc80c2a53b5eaeb3;Word;4.2;1,000,000+
ff1fd2a4183a0781656587c87730858ecfb8cfa265462f1a4ba79955b7ca4cf6;Social;4.5;500+
41f46d27839cb3d14bae69d6cd23ddb6b275a6ad1f709554f304c389faf22c6c;Action;4.1;100,000,000+
34baae1068e77f839b0358c9b632506b74ab254c102411d654cf55b89a37643e;Tools;4.2;1,000,000+
1d8554b9d070ce7abf1b1c20c21620483cba230215460493a062ead73bc3d434;Travel & Local;3.1;1,000,000+
95648357b4953b1bd909f39160fe9b7fd4e44a2ebad74c67ea0187caefd4f293;Entertainment;4.8;10,000+
1e11bcd9946ab9df00d6841a9e362b8f3bf50098f3550103aec54b9c7051a60e;Finance;4.5;1,000,000+
83695b9f3d1eed11f34ded7e7875fb4ecd964e3dd65edb0d4e28dfa6e696ee16;News & Magazines;4.0;100,000+
c82a27a31f8ab10b7e0c53e68d60bb0d7d1289711ec4544496216213500caeb8;Communication;4.1;10,000+
c5c66ad56d6dcaa420ccd669deb4dcb3c942e8f496032a87bfbed1cd4fa7ff13;Social;4.2;10,000,000+
77e883c1a66522eb1f8e99aa18816af6a6b0f2acfb279a293a55680e9ec7d67d;Education;4.4;100,000+
7685da1c6563474a4bb6d1d860841565d9f1702af42a2dddfeab9e7248c87543;Shopping;4.5;500,000+
9d53017814b8ac4120c2eddbf0734fe6c7f56a159b08040818bd6f6bfd81e5aa;Tools;4.2;100,000+
f32dbd8e23a1de11d9e74b7ff9d31d005df7ae2e880ea46ee8ca437c10245c9b;News & Magazines;4.5;100,000+
2805ac1e4bc8d553fb82d710c2785bac7a626fb5255f0076c971a6e5021cbb7a;Auto & Vehicles;3.2;100,000+
e928f6356ccbd2ca070e0b02fa70c6df2dde8e10aa3078d551035f1f21da7fe5;Shopping;3.4;100,000+
ae573ed0414ed0168ee7e0286ae7889afed17ab3d8e623de847437823c97ad98;Finance;4.5;10,000+
99cc953cfb1859c89d6546b70bb69f5bd3196ff3fac03f0c54cf425948a4d88a;Lifestyle;3.9;100,000+
5fe5fd0e8f8f811041a745237388a83882f9bf3bbd22788f77a5104b2dfa90a1;Business;3.4;10,000+
406a0a9dba644347f8851ada93faae939ae4fd645cd6845a88f91656d2cf8a1a;Personalization;4.1;10,000,000+
0561df6058d06aecc0b707ab50c6721bcda935858747bc1840ff77f17c42cbc4;News & Magazines;4.7;5,000,000+
907cdf62e41cbcd98f31c854694bd546ed7d54b5c9f4e862068c277aa576b976;Tools;4.6;500,000+
a8f75fdd77c6c4f550e66feade95c903ebf3c51e67f488db359c07415f4c0a22;Education;4.4;1,000,000+
039c9e32ba3ff5311eaa5762cd6089be72aa6b8b830d1003af3b96a1e76abae1;Travel & Local;4.2;5,000,000+
2e48e10b40691b9ed14c69340b907dd6da22389c33e7f3e5e6e2026ede595aa1;Education;3.9;5,000+
fff154e2178b9de959074532d0608eb92bc21d7f105348e61b2f658e4f27855d;Education;4.6;10,000+
1e358600312e4b0ddd391034d6d92f6cf84c5ee6e656238e885c0f59566bf50f;Food & Drink;3.9;50,000+
67f27735cba019adf980587fc2c4d5872de14b601a1c64ac3c9e631834e965ea;Action;4.4;10,000,000+
1d937c2238b6197198620a53a0466bd237efbc41848c70b754061d026249a59d;Casino;4.4;10,000,000+
05b2dea98be637e250a7fd92196e6975b76bee45c8f4764394e0cb8d19e82ee6;Food & Drink;2.8;500+
afb941f20f853419259411b495854c0b2cd832d7611b30f2bc02fa36c24c9731;Sports;4.1;10,000+
5c2ef1fee012b7b19517764d6d4356f4e7866c52588caebcd4985f2642629e43;Music & Audio;4.1;5,000,000+
034ad16dbbb4dc08c4863efe842ebe7bb66ec25603c41176d8e9d32dccb39438;Productivity;4.6;10,000+
0cb5052d3f4a1873d28f6818c96e6ad724d442de251723dbbb097d995f912dcf;Social;4.1;10,000,000+
063ca8166d67304a77ac5336d330e5759d96398d6b193d81e6e3adbda8ae8f71;Travel & Local;4.4;100,000+
3ba90bfb72ae0bc26c6677cc91ea6e5d4a8971a8c778e91c3593067e63f83983;News & Magazines;3.7;100,000+
d95cea0c91ccec6f4136d0e6c6f7c65c7c940c8b52951f5fb7342a206fa2f5c0;Parenting;4.7;500,000+
500910aa923ea8b3f73d9f822e72980bfafa6e3b438e5c02975eb45e6851367e;Education;4.5;100,000+
2e86de142d8fbc32f0dec00080b0c4020fc844e5d347a9a8a0cd30e04dc8543b;Social;4.1;1,000+
429f83a107053fb57a65d7befcf84e672e6fae93ba099a0a57e0f66e7b10f084;Books & Reference;4.8;10,000+
43cd6ec992414f2a8a4bbb92007885519c179d05a345cd3eb56bbeb96eb2a514;Tools;4.6;10,000,000+
cb9525e5b3604945ae5cebe58dfcadef3482d6a593bcad11dbc276bc8966526d;Auto & Vehicles;4.0;10,000+
9a634556e15b8c75c2436b6a691372a7ce2858a8c62e849a1308c66b7b930402;Auto & Vehicles;4.6;1,000,000+
e1cc69a9b753c71c2dca5d7965ae53ccafa3fa1c918619769d9233d190df37ef;Maps & Navigation;4.1;100,000+
62085156e65197ff336e8a83d0221406dc7e14c594fd9eeb747ca797a0dcf0f5;News & Magazines;3.5;500,000+
31d5e33fdcf20c5c2fa658f6c5c9029d759b1ea7194ab86e6ad13b308f5c9f4a;Business;4.2;100,000+
7242698ab84c465f565b88ecb15e5362532d3ecca9968cf1b222f348b4eec186;Entertainment;4.6;50,000,000+
207fa0d81897237ca3d14a9789e36358114655dff791cc6d4f1af093b6c05ea7;Business;3.7;100,000+
0d512ab6a03b9b5f49e59072394442030af0e76416df4d438a7d0b3db1306c63;Personalization;3.9;500,000+
176cba958522d50a37d193a1a3d04133a0bfebaa56fd417932102ea388a50200;Entertainment;4.5;1,000,000+
370172f35298f90896ad953a966d397cfa8d18b2965cde9f8693aa3bf46b4248;Sports;4.3;10,000,000+
e5875bc2df2b79b933746c56b74a346b11d67647d536ade67ad7cca0a88e69ea;Education;4.7;10,000+
d7432395c8c4621b3284e4d2224767938bd0f5bb0f8ccb26b9a977a8d66df8d4;Medical;4.3;100,000+
866b1169fbb1afbe89b1dd3348c233ba87140a528d5acb9e7c0277d51238fb1f;Entertainment;3.3;5,000,000+
8c0e216cc5a1b9d29fe3d905162d617c9004cf0c9c2a59920a472dd7c861f868;Communication;4.1;10,000+
d2283893ba3d7b954bf922acb9c4fea20943192eaf8e9aafe79a053e10da2f5d;Social;4.0;50,000,000+
05613054a34740e6a6f76165519f059f5e277186f7b7fa0b8f6a6aa59a43698e;Lifestyle;3.4;10,000,000+
6e912d1b66ba7b9923c82131b67190143c6574ba9720793a4bac287187e9b666;Entertainment;3.8;1,000,000+
c730578ba0c4fdbe19ad164e4e027d1810703f5f571ae33bc198f1088ed09d96;Shopping;3.3;10,000+
14bad7ce8756b5ad43111463f0dde106a44bf143043e12b050c1d91144fe5ab5;Travel & Local;4.0;100,000+
389d53f104d93ce77b878fb0f7bc710b2a02d98fc709c2d88e7db4c60fee5a2d;News & Magazines;4.4;500,000+
a8d10de4b04db751144bf73ac5c8b751976338427ce14007db4bcb59df10dbcc;Communication;4.2;1,000,000+
8d05b92219219020a41e9514136064f5f102edfba9fe71572d173afe2447035f;House & Home;4.0;10,000,000+
59e1976ed7fe2e289fb8681c0b34d50967a3f6d03dbc86271bd59e903a7b6cbb;News & Magazines;4.2;1,000,000+
6fe3282e8c923e152021891db067568d07d9f41753acfb7bfdf83eb9a9233b5b;Trivia;4.1;1,000,000+
ba20af545072a32f81c468b9aa24ef70c954c7c0c8740c2e2eca99ced4b6f4a6;Finance;4.5;100,000+
9f226f67316c0d21e9749bfcf56d91615ab75a7748c632f409d0f2ae284db360;Finance;3.9;10,000+
d87e3a6f8e913d276f0b7068a37150d18469da31361d94b30565e36ab3218df2;Maps & Navigation;4.3;100,000+
271dd3f184faa03aaae9553d20f54d9a0548d5f848c0ab70d26f36a47c1da2e5;Photography;4.1;5,000,000+
5c260a9f0d7c0e9bdb45f570e736bd1005e178a1fa1f79774cbe8a78336ccdf2;Weather;4.2;500,000+
d0e94ac86febdaa284850affe2dd0ecb7344968bcced87ed37ac916a6d701491;Sports;4.6;10,000,000+
170c1fd99a3157f0f87932dc3b52dc3596ab0113097a155eef41dffc0093c667;Productivity;4.4;50,000+
76138c0860c70b6e26ff81cbe2153f5224dae60577d4aea3c5affd2b08b03793;Books & Reference;3.4;100,000+
eca9c2c41341f8c0857217e4b892bf1b2f9d1b07106d31cf55642c702c9c8e6b;Weather;4.4;10,000,000+
d38e595c314f0e77762c616510fd0072c466fc3fc22b11a4417079b2c0519eb0;Travel & Local;4.1;10,000+
e251ad5905f5c35481e464863c5ae7f5c7fb80744b4fd883b878eff5510770c7;Food & Drink;4.1;10,000,000+
0bf84c598b8aeb7afb2fc384a4289877bf2e9acf3a34797203e053e162e22095;Action;4.3;1,000,000+
7a96c0cb710a4cd910da5fdc363f8fef25455432658e5c88de08e786e55755b2;Personalization;4.2;100,000+
67882fe8735d971149f7c6798a3cb0844760277a9671398302a9fad69e63232b;Sports;3.9;5,000,000+
f2e62554fb9dc1a639620f6421f73fbdeafe69d5facb6b5e21c674986798ff22;Strategy;4.3;5,000,000+
7362c1e5a7b984d363e7dc54152e476e1e4730a2daa56df4a36821655c75f5bd;Education;4.0;100,000+
063a7d8f00a98a1f32f9931102aefe3e27efa4d72c81675ba0b6d1f88eb8e4df;News & Magazines;4.7;5,000,000+
73f90ab90bec830cf9b9afdde2a591d5d793ae9d0537233b219b1fbe3fa84412;Business;3.9;10,000+
c7bcddc246ec2d222dca2908fc9bb9664d40d8a575915569521a9bcc913b2b1b;Food & Drink;4.2;1,000,000+
5b3b6d3df464abb66db3694930f401ffb05abb455c45d159cf04adf46573d09a;Puzzle;4.5;10,000,000+
7a0c5ee4bf8520172e5d734093ac7b0da1d519e262c1d4c97e1c3deeb5144648;Productivity;3.8;100,000+
de8e5784aa4b1392b9775f0f10fd32064959466c188cdf6090c5279510b5e399;Social;3.8;1,000,000+
b63bf074c629921933bd08611908a1837665c4c9dc08df0340c0fc7a88ad5af1;Tools;4.5;1,000,000+
ca1edf43f5451e0248075620b6874c4a991e893aa7ff133b30e8055b22876616;Entertainment;4.5;100,000+
ef10acd1e057fb70689c74b9c80d21fed1b025ac1651ed0f1b853da4b9b0d68b;Music & Audio;4.6;5,000+
544ffb20a8173fef8d548c33fcede1c2fcadbad05b233c3a1b719335ef30b268;Maps & Navigation;4.7;1,000,000+
19ceae6263f45117db217a2b42ebf57ffde6a7d794a53c973f1587d6bf24e851;Productivity;4.5;500,000+
e4c16bdc9e39fe1362d481c303dda34da360661d1d5db2d6fca2c90017a8071b;Productivity;4.1;10,000+
c06f77c77c5504a229b5ac745e2a64e2a1558a9d3d96dcf4950a4475d329d4b8;Sports;4.1;10,000+
c913c39978338c89c87362a5f48a5efa4c1e812222efd194d9232f3eb97ee893;Casual;4.3;100,000,000+
99eab2d6f7d09068a879b71a2545e6ac49439c3d12316acfe3fe61beb19bc466;News & Magazines;4.5;1,000,000+
254bb10dfc38720fbed26d1a71c50f813cf7c231864006330f2f455ff64f6bfa;Communication;3.6;100,000+
70aefbbe3c79921fed90bca6ccaec5e1c1ffd93cf8f46868fe3d4f305852c9d9;Travel & Local;4.0;100,000+
7d45bd317601b74f19ae07ce7c5dd3edc3e2c6827ec15d84571c150c13cd60ac;Health & Fitness;4.3;1,000,000+
558f938e31bb0baa2694919eb9e5c59d28f2e99ebfb0cdb25381775dd7aa6b9b;Tools;3.5;100,000+
343c53c63c37f0f183d722d9c7e53a5fa70382daf57a94c50a90f88b1da67872;Comics;4.7;50,000+
