linid;category;rate;installs
551cd009a86c9b3e0eeb3397c75529ba9a032062f03b1694ea528ce939722210;Lifestyle;4.1;50,000+
0dd9c554f17c1b2a7bc72ff22f569e235a9c9c5d381e47800e7e97fd3060d475;Sports;4.4;100,000+
8c693942226c36604cde89e71a8b81fa3431c740bff94f8425889ac2eb6317cc;Communication;4.5;100,000+
2257ea31617a8a36cfc8a3cf3215931d2d52a1fb230e1e9ee64741f4cc3831ad;Books & Reference;4.2;1,000,000+
bd3c0b4e3f67d09818d22717e80d0a785ba000fa6e3b241aa03773b44d6c3172;Lifestyle;4.6;100,000+
a17ee00293ff3451e301daa9f45d34d6516b394128fcd09a8685a20a2296ff1f;News & Magazines;4.4;10,000+
8af5f944daef0a7e47916834490acb9c8ad8db24f48e1b0d3f6b6c6a09f00289;Business;4.3;500,000+
6ed3e7630f32867578f35c73f245e7fef674fdec25aea50dcf7bca49cd0527f0;Finance;4.1;50,000+
a1b1aa696864771af1aa0bbcf7bda67c114f80f6461f1cd9f1bced10433dfadf;Video Players & Editors;3.4;1,000,000+
5cf3bbd339b6083815cb53ac3dfe8394b560fb27a30b8ee94b0b43385c74eeb9;Video Players & Editors;4.4;10,000+
49e01586a8181fd411ebf9f2ff8caf08d985c1293476dd409bdb62ae8726d32e;Education;4.8;100,000+
e68736519c23e1c66bb4c84e3fda37ab5e58e13cbabc6b32816e7e2e6e067580;Lifestyle;3.8;100,000+
496d347dbc96c6ea593b85dbbdc70afd749f8cdb6fd9e9f180d66d1d22755a96;Tools;4.4;100,000+
ab7c52a528eec47e84cc584d1bb2a4be2ad733d368d52b0d0d678595ff056fa3;Lifestyle;4.5;500,000+
a4bcc31bb1bd86bc1d159607f7f45c130a9d43892da5f64b8cb6f09eff0585bf;Puzzle;4.3;5,000,000+
a5a8ada488e33b36a86321646c7b555d082e471563d136099f5df9c57808cc42;Lifestyle;4.8;10,000+
99dc1119a7b04313de50e1916bbbc33a69b9a61ffaeb2654be14d1220d00cbf0;Education;4.5;500,000+
ed6273cccea7ce187ae45bf08463196b06e629395b9571c4921a067ecddd2eef;Productivity;4.1;5,000,000+
ad4a2340102e14a806b3967954f2bfd857d88831c4346bf1865048dc574b8844;Productivity;4.0;100,000+
d5cdc60b5b04a825efc72dcaec492c2393352d3b1f7908c5d4654babe5cd2014;Entertainment;4.2;100,000+
861d0720f6e8f7368a93f70224eab792bbc946c3730e9eb241058199515678f1;Maps & Navigation;3.8;500,000+
9e776a952d9237b4b7fd272bc45c0b0d7d29305df3a17e3f64b4db7c811ccd2f;Social;4.2;100,000+
99ac243cbb0dafa6c6e0faa1b667ef28c41651a069a9ad135e93635365dca75c;Casual;3.7;10,000,000+
bb45490f0fc3d46bbb5e7ea34ee824c491e51f3bceba73e7fe84dc570477a4de;Finance;3.0;500,000+
9184b4fd5c65f66f89e58b97365163f1ac5e3eda0375b51bf292f22726350841;Finance;4.0;1,000,000+
204fb28cbc43a184cdf31bcc9b077814b1666280046aa92b37b656a16264464e;Health & Fitness;4.0;10,000+
4ac456cf44ed64faebd1269c360b3a2461e12b64a40f5cb2ef8f27b2eb64b453;Lifestyle;4.6;1,000+
0f3dbcdbd8a23b35bc31f2b862bfb31f2196c76081a3166eed6f999a1dad895f;Finance;4.6;1,000,000+
127166f4c36c840ea4318e1b335e372697ffdc40f6d4dc25707c5a29d5731e64;Food & Drink;4.7;100,000+
396aa88866d72f1c5a5593688b053a18b1a8ffc79bb62ec31de507acac8243d8;Tools;4.1;1,000,000+
ac7edd87261b5b6fd5a06ff8ae7c55db1797a73c982d527bbadd3583138e3624;Casino;4.3;5,000,000+
66c29000b09761db4fc2878cbd5b0ce8325b5b035648d790465447287a80390e;Lifestyle;3.4;1,000,000+
61884da446477c7440927a8343a4fc0c7a4e54dfce4b12aa39342b1704dd0ab3;Education;4.6;1,000,000+
c3bd1e213b9c5b1c55d07ef3d338547f244d4a5a6c15bfa380acd8651bd35b9d;Education;4.4;500,000+
60137a3a121d88763b0ae87e8de90c8398063151d46ac604ead8d83dbe4a2e7e;Shopping;4.0;500,000+
a57ae81c923a2cfe40ad1762c7068ec4b3560a76170d41d3814b7e8a5a45b42d;Education;3.9;5,000+
99c0861b0f3746b1de43e0a973ed625b7b548cb1afeec73b18c7ef0df24f740f;Travel & Local;4.0;10,000+
d708963ebb336c9c3b49bf11b12750027ccac381bd833c2544df602ec0fd8276;News & Magazines;4.3;100,000+
340085450acdf39d08c6b9430b643c8d30a850605b8c09312b92a82cb25a7391;Shopping;4.2;1,000,000+
6f18cd515fa9ede55f63ad0699f665abeae80921e6b5c5c6463e621ea83bdbd4;Education;4.3;100,000+
adbbc7106aeddb628c4b17a6c2f2ebf04eaf8c03a716c66be514e5bfb13057ad;Weather;3.8;50,000+
5642b90db333b34c2d5c488e4cef2fa901e3c8110d4a3ab97849e227700f7ff3;Communication;3.9;50,000+
9dbe924e1b2c0bc17079fa87a63f30050b3f8fd8c4a48d1e62cd7035750a92c1;Beauty;4.0;10,000,000+
82b5e5af962ccef55ab322029687a1b578edbbd83b75fe6ffa82205e1325baeb;Racing;3.6;1,000,000+
d1e7ccecf1a01d901970bbc1d23cdfbaebe115f37db7648ac84d83ee1037152f;News & Magazines;4.4;10,000+
52e5c0b2c26bbefb297f6450e9691ed1c9e688bedc5f84e01f4131c83c13bbfc;Books & Reference;4.2;1,000,000+
ce8f50fc3cf407a8798ab854950b716936e5bd72706d4b25f2ae2f3cd135c0b8;Casual;3.6;100,000+
f545a5eacc8c09f1d19874628d67c6494325ce61d7387d594c93bc9a6b9f158c;Maps & Navigation;4.2;100,000+
7323704396af831f04781ec511bbd655df92280ca93b8780e85d54227a14aab5;Education;2.9;1,000+
a4e12fd030ee69232bde88d9953c9658c52f73c9bf261259212b2e9429fd64e6;Entertainment;4.0;1,000,000+
fe868b3db5b56ffcf5d897cdab33bf91fdd73a8f3815d0efd8f4f30e9a6af844;Medical;4.2;100,000+
5daa9d5ada858e83749f71976ab2d66be36acd66a0f7409495bde86afa9afa4e;Shopping;4.4;1,000,000+
a1854a3e2b5b5aef7f4b6261f3b7a078a01f1d264ce5d3bf6f57dfe7f7e522c5;Casino;4.7;1,000,000+
8154075aa63cea2af31c6e2df9f0bc850fbac86fec2f443dad1f02e648a94a4d;Maps & Navigation;4.2;1,000,000+
f6012950bd1782fce4f9289be9c626e4f9d8333898b8b989dadeabd67b05c7bb;Business;4.0;50,000+
ba7bec75c845ed7c333f4d1b68c82e1224c5a9b9c7d71f997cd8a16d20c88fca;Books & Reference;4.2;100,000+
8db4b328cc74d75656d8ca668cbffb3c59e2ba37214698ffcf89f669603ce328;Business;3.0;50,000+
202c571786b94e5b7bc737fdf33f9fca7d57464d27b01fc85decc2ba8c7eea99;Lifestyle;4.2;10,000+
96a350d95e6848433b187468b801fb50aa941974ef6b6b7220e1f79c937dd43c;Finance;4.0;500,000+
b2cd838d6ad85612bec5da84d587ca726b6b9284823b14cf42785003dd2c690f;Productivity;4.5;5,000,000+
f897e16bd42d716662dde4a5841a23286126bf2a3295af4d14ab01be70378906;Travel & Local;3.4;10,000+
1bea339726cc4900da5516f4441f0dda4dc062271c9bdd2d4e98c975d930affc;Lifestyle;4.0;500,000+
58556a47ea64c92775d4e4bbee4fceb9eb71ae89bcd6212fd66239e43d9e5f54;Tools;4.5;500,000+
f6937b8ab22c003a4ab5d66a6cd6a465b46e068020ed5e878efb0c8f8ee74a7f;Lifestyle;4.2;50,000+
2738878323d16b2ef60be39e2f985534dcda9b8bcfe96e1ee5e2ab40aad05426;Tools;4.1;100,000+
864dbe66c35a16c285c2a664a7e0fb803b0f5499ce6b8845af5ddb10070bea59;Travel & Local;4.3;10,000+
38daaef338da98ed6ff79df4366437100049554f0e0f9472c14a193d7670264f;Social;4.1;10,000+
323151ec8c5692ae5ccd16ebae2946a6fac498cac665eb9879f4a063343e9989;Productivity;4.3;500,000+
f57fa0c39540e369352e97e4eee6dff81e2f3fe613355988c042d35cdc11fca8;Educational;4.1;5,000,000+
8850e4f7f96d656a2847d378d65c0b4027a6afef7bcb9a465b9033c07ebb50f6;Business;3.7;1,000,000+
911b64be4378784f4d6fbe876fbf3a3d5e1e64532a76b714bc271bf708851e80;Tools;3.6;500,000+
a9c3d0e085ef57af3473b2018c041f2bedda2192b21874817567c904c9dda154;Social;4.0;100,000+
410db7d45fe05ae821920c1f86897db56a1b61b283d7d1498f8b4f9c65377e35;Education;4.7;50,000+
704fdac928127a1acd96e82d53b6bfd6b7a0a60ff9ef9895e67e930f03b26e43;Communication;4.0;100,000+
c67487b7438728003a23fb40c8e1094455d4304328261a6a4eebd986ce176b7a;Finance;4.6;500,000+
7e8138e22cab962b985cf99069322a64a9b61cb0fe41f0b46e3ec90aabde2060;Productivity;4.6;1,000+
6cc1049ba8313ca8e94127d8e47a2e65ba56749d3443581c29763c07b7d08e04;Card;4.3;1,000,000+
9567ad0baebf02606f8ad143f95643d47c21ab525c88284459c0bc07d71f782a;News & Magazines;3.9;500,000+
e23e1f0c6922fd4a29160bb4a7d7de60cf254959ab392d75c690f4a774b01fe6;Entertainment;4.0;500,000+
cd1f2be071a13bd0fb80f28f9ac7435b5139a2b3115941a1a0b4b647a4534188;Tools;4.4;10,000,000+
7fd1912154487ecf384559bafe1ee692fac8ca87bcf770382ff81a599da87f07;Entertainment;3.9;100,000+
3e9ec014c4a0238d26637a3138f9c42ea1d3c9ec3a251334e5292690f6c5d914;Tools;4.5;10,000,000+
2971b68e5b0b79573bf81a1d341137f49cea44eb14555e7c474442e77f82cd1c;Weather;4.7;50,000+
cb1e91c3f7bfe944da972534f76e0f24301b8d1a983fa3811bb93c4fdf3d3203;Tools;4.3;5,000,000+
4307a26ae94e4ac6fcf5660f85c51d51a41c82c318814784f021446d0fbe7a4c;Lifestyle;4.6;1,000,000+
322bd6f0ac2a158dd0ee7f4cf30aabc6bb076c9b6daa6995f15fb0e6059d0c6f;Education;4.4;100,000+
e31f5dab49a613a5b26de1447ccfb22a2c54f2cfd221a82df7c3a465a9b8876c;Education;4.4;1,000,000+
a8c76ee2350557511a8f466f26e2b1bb8e459e16f8969a0fe40b1e41e13b3b70;Books & Reference;4.4;100,000+
d7cb9f8887e8bfe17599dfcf95b58abda140e02e35427b15713036e0e9765cb0;Personalization;4.1;1,000,000+
0c1113c00dfb9f7c7810fb1cc7fb6d7594be83d0fc643d29c701385efa064a08;Shopping;4.0;1,000,000+
4baa71631d7721bb2a70896280ea8e8c3f85358ad11af2d88725d9cce47eb5a4;Travel & Local;3.9;100,000+
2a62c2d29834447ae866d971d45355effc52864d51d54e5d2bc95c85c5bc283c;Entertainment;4.8;1,000,000+
582c1570cd3a3a5c989f086061d7927a7bf456b3bfea2105e5188fd8e04787dd;Finance;4.2;500,000+
c9d6a79bddcbf4e5b3d76899c9173afa33a96eaf9aa00c8578339e973fc4effd;Tools;3.7;100,000+
ad61f3b71d87ae6661826f4bb511727fe263c89d0620802508fcc9d7b4dd84fe;Puzzle;4.4;5,000,000+
5d9f167a902c5b1846fe79d4f7b33e658790205280a8923cbd9c3397f996729b;Education;4.3;50,000+
a71b57f3e6e0d178e8a33854169041422e78ba448a36ef4c624cbc532da3f89a;Board;4.7;50,000+
d0426f61549c403aad08b3f12f42359c33b07916221827111584534f22c66839;Casual;3.7;10,000,000+
ea465e51045d50d085ea59f80852745cbb35315e576afdf4a212f7b6c463f613;Music & Audio;4.4;50,000+
8b9c9021b317e0136a5837fc9dc59c93cfd8a00a35605e84bccc86bcc33ec3de;Racing;4.1;1,000,000+
82ab0249c68dfb432602ed84a2b851f5ebcf0e1253acba49354c5196a669c35b;Shopping;4.6;500,000+
b35162d77de039e0d02cb45cac7536f4550bc51080ea08aad1a8cb34af6b5de8;Action;4.2;10,000,000+
a65cf9078660c16c1c3c51a3e7c07a8d335b782fbe20631acfa252f4560e13de;Finance;4.2;1,000,000+
6d421aa9229991607fdd03997b6eba52b477de1f9f130a3cc458dd2020192070;Entertainment;3.7;100,000+
6fd1ed84f401d4d83735314460e4d1e8d4bfe8ead1dc9b7df4ff98597fda4469;Maps & Navigation;4.5;5,000+
81ff4dc6e609154b585c3e3288b8535bdacd3ca194ef5357cd250270458ca4df;Tools;3.5;5,000,000+
8475950b1d2df57fa5cb96d574f4145f1747263e1dee88517450debd48056f5e;Books & Reference;4.6;1,000,000+
94b75043751eb04a2edb8c1e24461b1ec84b1f4919bb8b76dfdb67ce1ab07783;Racing;4.0;10,000,000+
d15119acd879c1165e492cacef5a1ef79d2a90f49a3e6109615dc14e5ce4ca68;Communication;3.6;10,000,000+
59ed3b7df4f7326c9f9bc3e48e0b30269e5b3bb18001e32a6d4758d901fcb6e7;Casual;4.3;10,000,000+
34e3c56110c5ab5feab0b2a8e6a785c99ba1c80d2e98e56c07314a3aa66f61de;Entertainment;4.2;1,000,000+
1e1b253b2e1028a093d7aff96efa503c08aac5ba14a25f2b62e314dfdfa650ee;Books & Reference;4.8;10,000+
11ae08d5fd27b1ab3e595ce882701d5ad408a86ba3d66bdaeb59b257deb654d0;Health & Fitness;4.4;500,000+
b3beb89ded328e5d4cbc9e1a7489762a0575cec4121185d06233be37a2009412;Business;4.2;10,000+
3a055be545d88cf81a257b3e14a6e592af773861b50d84a3a54167eeb6aaf1ba;Health & Fitness;4.1;500,000+
3d4d24b0114cf17b84a76afeba2ed909afa2462eb0173fd08fc625ad99b0cb9a;Lifestyle;4.0;100,000+
259d269729cd25bb3a11cda2b5409edfb24a28b2ccf5db288d951aa3a490383a;Business;4.7;10,000+
a82de4afa9fd3fa4ec558df0e2fc6e759d664725f72c012619ca11934685688a;Communication;4.1;100,000+
49e0d24e8a3b7b1cc31d71baa5ce28da33f24083217f14d867916f9323772adf;Communication;4.2;1,000+
206eceea76a24f4592a946bcacfb05eb45f52aebb42317f33f3966b662f6a4b5;Finance;4.4;100,000+
3578631711d139974c902ab3f96cc902a91546373e62f91161464166f5a728e1;Music & Audio;3.8;100,000+
608314e0d958c06fca0a0d71e61f37912283d284c103ff1d1b949ef455f72be1;Lifestyle;4.5;100,000+
dc2924b0b09d53368f4fcf9aa8d4a2dded8fbe45934b45c00006af33fec8531f;Health & Fitness;4.0;100,000+
7d73552269e0ddc7a14faf1b3d01ce9b85557bb754ac78cc2df81e963b1f8c64;Social;4.7;10,000+
5e044e2406c0487c926b6eb2f9efb9d85d5589e40d3b26aa778e82461aa3bd6f;Business;4.4;50,000+
99b01b5dd80667df5c915831fcf4a2e39f578a646d9f245a26ff5d92e8662104;Sports;4.6;5,000,000+
e4674db4ffb5ea4c97cfc6ed7306821956b23cdc0f754155378ada98f84dfec4;Finance;4.4;100,000+
67c7a810988479319586c265e993d34488a4ab382d5c6f9b5ca2c24d353c6685;Productivity;4.5;100,000+
134a2c1eec3ea545a5899a3463e1597298855f26140c950d14a5b66c7890b403;Video Players & Editors;4.2;1,000,000+
f6abf5c6908ac6fdfbfd6fc3dae82ab83ce2c57922f090c2a0509e9b76d50fd7;Sports;4.1;5,000+
db6d8e3ec74e80390536ed515bab234ebfb74772b9b4354d2da4849c6431b40c;Lifestyle;2.5;100,000+
2c2b9e5c7d3ae939870f7fdf38fa98870d8325e205bd30564cfd6f672bb5f51f;Casino;4.6;500,000+
2447536c8d3e20eac95754ab9e6a5c43b145b58cb641bc0d8ea4907af4d8f6ea;Maps & Navigation;4.4;10,000+
8ee767ab1896287fe894e3fdacd5ff47684a292bdd666b7627ae78c73737bab6;Role Playing;4.8;500,000+
8febfe26206cae8a02c93a606293674d9d0a6fbd0c014d3347f390412d0b1b83;Entertainment;4.3;10,000+
df3614e6f21c631d596163b86cb1339d1a3996c350720ee4e79716962bfec931;Travel & Local;4.5;5,000+
7447b11f422194b67dd12c6eacf9042953c3db38cb8da79077ec465cbbf503c5;Business;4.0;1,000,000+
2868670c68761d589b0ff7bd007ab10b31315390e10c97b2b9b0b34f1686771d;Finance;2.8;5,000+
fa689b7511d60011aa6818a5224ae7fbb9b14bd94b3c02fab2606c04ebdb6c97;Maps & Navigation;4.5;1,000+
beae8bca44c1aa3b32c154b9c23f0ff8ef2b94e3595503f4778405f7b8817e71;Entertainment;4.2;100,000+
d7b44a5d25fa3c7cd05a25e9f43af47f5d94f3c15e2ca694b9584e9cd3e8cf20;Books & Reference;4.2;50,000+
f09e62c5e461bc92185b6a0c3e18fbb72c28a32400e0c1e59dacedd4edd6c171;Education;4.7;5,000+
ff102eeb790b149e8565904e2690adc14487112b9c70377d52529c25ec9eb4b6;Casino;4.3;5,000,000+
be35669b5916efab82dc21029155662700906d23db27b6a62485d6dc6725fd2c;Casual;4.5;10,000,000+
2e79bbeaec3767a0cc8c0055b89c171775a980c808f25ce6e2a8a842719e599d;Shopping;4.5;500,000+
57ae27f85c85a3a89d9a26a3ec70809c70ee66d905dd63a4f03cdf2f68d2a9dc;Education;3.6;100,000+
f9a168f43e787fac8afd9d2c09a64a11eddfecd43200a30f3a4021e235719425;Strategy;3.9;100,000+
4928ede7ea81878919e8f212e39b21e703d94cccf26f9a7817e6abdd0c0adf67;Maps & Navigation;4.4;100,000+
c71695c48f6aa4226e5387d340593823772b2a861c4663ba8a8647b65e8bf5d5;Travel & Local;4.6;500,000+
de65767605009cd19d4fed806ea2993de023e0dc978d99ee0507a5acc1300553;Sports;4.5;10,000+
c0577c002e02938390efb6f9605136e232b69030cca0ed5b1390640494a49c7f;Education;4.1;1,000,000+
a8fa2ef194ba250a4691478b491d6e78c68d78dbde0431aa7a165e408f863289;Social;4.1;10,000,000+
d87a233c4fe2d34085a6b3d2dbe09daf2255350194598a9fb2354959ece4826f;Entertainment;3.7;1,000,000+
24f27372012dd398b2f771dc5bf46f13fcbf9a17d657fded04145a21fe3b5bf8;Auto & Vehicles;4.4;100,000+
e2832809f3ffcbe10e5a7e52d039ee4457304dee6be440926c74ccfc9124d8c3;Entertainment;2.7;100,000+
d7f08bb53e8927ca11a1f3b2f5b70466bd4519c5d063610e92cc336251020a20;Communication;4.6;1,000,000+
6c950a6e2cc70ff2f21400cf05ff5694b6a11223af8f9915e1f44dbb05a856b7;Sports;3.9;100,000+
74695fa605e332a20ebdd562c5adbef3d304c41f54b523ed3ba16d8b87703c60;Tools;4.7;1,000,000+
4249825540a5a65bf3c2b6220b65bca96e14e4641a94840ffadbbfc3e344c7c8;Entertainment;3.9;500,000+
2079ed13166aee8b48fb74a4902fe169b5f04ffdaa1640e3bdde27d64b6a6192;Business;4.2;10,000+
92fb312725350912d0eaefb314fe9112e367a55b4873e07071cb61aa36b6f9af;Sports;3.1;5,000+
522977a2e1dd1870a0b72ba1dd809a3a09a9fabdee616edb68e70d54f8bb4a8a;Business;4.7;100,000+
330b0df9c6bcd6857a2756ccbaad035690f7af619fef2a1789f248d6b356973f;Lifestyle;4.0;100,000+
8e7e0a610062eaa34437e469d62c5bcdb2b4ffccbdd65e0454b21a779c772eeb;Education;3.8;100,000+
1016b24045a09f4bd5b2341e15fc944c46ae15573fe22ed35bc8804bed62d639;Education;4.2;100,000+
2d72870b4360f937717174194b130de7ea1a3e2200b90012b69c57ff2e05814b;Travel & Local;3.9;1,000,000+
133d0847640cb65df404b68e2791a652d2737cb5cb857dd93177b1fcbc1a6fc6;News & Magazines;4.3;100,000+
dca080c7c2a489ddc2304b257c9df47e20c702a21310ca2a17fc6bd739eb8f3d;Education;3.8;10,000+
4b466d35085f3b2bba00d73cde4c91fe793a033ce0313fdbeeecab28710d1748;Photography;3.4;500,000+
6021a8a7926ea7f24681d9079da48c7e92298733a1dab1f1eec9b94e1c73a83a;Health & Fitness;4.9;1,000,000+
277ab679e209633746e836e4f2c66e239866d5a78fa7ab3d3e9856d46b4327f9;Word;4.1;500,000+
0a161707f7f3e66a06786553cb0d3c790b672e42b4c10f923c7b599e6bb5057a;Finance;3.8;100,000+
c1a568bfdf520c89d1d63da9766b75b0c376905456be3bd524f9f1cced415c40;Books & Reference;2.7;500,000+
440bf3715dfaa7d8994d8d05e4af9793a6f2c89cfad7eb811ce8b23380c1d11c;Travel & Local;4.1;100,000+
c157fe161b8a583fbb3cdf1eb4a18cc8d056e81aafa312e9145eb120826ba343;News & Magazines;4.2;100,000+
11c86dd7a07e71b8008b6608ce6d98c85837ccdff19a50359685651a4547ea8a;Health & Fitness;4.1;100,000+
eb8e31b38bb4e70a17c76faa2999a2f8206583ec0bfa278fd518a268db70dd2b;Dating;3.9;100,000+
61a26a69e6eb3c771512c78a4b831ae454f55d25c852eaa2af192d9732014729;Travel & Local;4.1;10,000+
412724863bbaf69965f0c67c275af5bb4d2696fcf44b8d5c378da67a8311ae1c;Travel & Local;4.1;1,000,000+
2fd8917fd022ea4f65cab1570763a2915723503071e774eb4594cf38e73ba755;Video Players & Editors;3.9;10,000,000+
2818c521e70dbd22a78a99f3e0ad754c122f6cf0024f42c6d667ac10e59ffd20;Education;4.6;50,000+
e84c56008855534454c1add143984985a40830603d9069bbbbfc04f6da7733a4;Productivity;4.5;100,000+
f08af2de8a9cdf273778dfbcd380f6a435af237f1732289bb60cc7ce9cdabe22;Lifestyle;3.9;100,000+
0fb126455cccc5ea3a81712ab85d9a05c5512fd3a5ca6498e040540263fb0176;Sports;3.8;10,000+
b3e475f5e6311ba778d3a10d2c7ddd57a5badd2597ee49778850f7747c7af8bf;Racing;3.9;10,000,000+
bb08119c00f5418de50d43e998e4df20e441e1a768c0424a6345ed835eb589db;Photography;4.7;1,000,000+
a5312355e57e4436db5a8b3362146a80d0ad548668e958f0ac1a8b399e5f2dae;Casino;4.3;100,000+
39a070cb143591f03e78117deca7ff97a2192687a8a115173eefda14320f6bde;Auto & Vehicles;3.8;1,000,000+
cbd0431a63878f8cf1d3061e1e7c868ac5b757998fa97ffea4eceda7968546a2;Productivity;4.3;50,000+
778c89bb0bda2ffe7040de053b9c70b3a725b0e678cd43fcf15417f9f13a3a83;Travel & Local;4.1;10,000+
2e31b84f4c673dfd4de71cb5efbce81f5ac4dcbbdb89988b46bcc1b165e73232;Health & Fitness;3.8;10,000+
0a750f7e0c2ba02c533ddf152c1e0161b7c33e738d26dc93e0b8d8ab6d914c07;Casino;4.3;100,000+
d8f0d0d7d21251a609e05f2b3f5b7ec97d5ac20cf5f2ddb2a89b6811819a47c9;Personalization;4.2;1,000,000+
12b04cce5e80d8405d9a5010515768a5b055790ca5a84e8e1b334035ee8f86a8;Productivity;4.2;500,000+
466475674f08816823e4ebbb4f7c8eca4df3b151a5edfdfa07ac029c49d3f2f2;Health & Fitness;4.2;50,000+
decf94e83487e0a83c4444b3897366a871399aa6b6ea8fcaa397c9a05b5d2091;Photography;3.6;100,000+
4b7efbfad30d42957e8bcb9ed9c01be7997619eaa7950e082b4532b4c0bf0110;Puzzle;4.6;1,000,000+
983513ed073a0de20e124577da77c69a3d9e3e2063b5635b3e71f316d0c07333;Social;4.5;1,000,000+
95163f2d8f95f0d5b861467e0ec6d4e73683cf1ff529308a9732a513df0df474;Education;4.5;100,000+
00a1498d12543a7c1713d7173792fd350e023a5ded83fada24d6d76ebdf41eff;Tools;4.3;10,000+
7a8b606f3d572250f01aa3c079318870d0b3f4df1662ed8222a4fb29bfb9769d;Video Players & Editors;3.9;1,000,000+
c6ebc0446e3d0d6acc0725cc508be5ee02dd5b47d0204096fdc9af5df225cf7f;Tools;4.2;10,000+
a29257e52cbb59023769f66977c31b54b4ce580112f4399a9fb23df07c70ac0a;Food & Drink;3.9;100,000+
b3524b2b96ec3cde197627514568f9ede1f6ec8034ccdcc9102de4737aa9f5f9;Personalization;3.9;1,000,000+
d6dc47ac8d2b54817c61bb044e74b38854cbdd2517eaf6f832159ec7342c5d6a;Finance;3.8;10,000+
848deb92fc19e737af27e6eb58947bae330448796beede4b149159a2e2469f9a;Medical;3.9;100,000+
a96ad3fcb2a1beb9de6c3b2ccf082b4a45a4f9aa32010be41f0a381f51905a33;Entertainment;3.5;1,000,000+
1f2139c0b42453439b015c0e68cb9cd58a66631b1a86d3732fd831ef328de7d9;Tools;4.1;100,000+
2d9be833002dcbbc21bafb2a962bf02932e93f84fb62a574978c71271dbf3339;Auto & Vehicles;4.4;50,000+
095b1da500a63f3aa281a9a8603d02ae5a761e26b116b704994a1a9f9de9b67c;Shopping;4.5;500,000+
79e521bf6bfb77c5d8d67444792721e1ce151b34c945b5e2c6540fd06e213982;Finance;4.3;5,000,000+
4f63bc81a3da4e776b0f5cf25b89e5760324a31f162ba39551e0a0d91a966aee;Books & Reference;4.6;50,000+
91838b3ab8af38df29d2ed750c862b3d89ccc02a84199f6f832f2cea101c9f89;Card;4.7;10,000,000+
0fcd484916be1a5db0418674411da0a7d06e954a20afd1e529231af5fda44d26;Role Playing;4.3;1,000,000+
a89da4abae363a271e698391e61fe45bc9ee4e55586e35b0610de7762ebcad38;News & Magazines;3.1;100,000+
f01b53c161e025197bab81f29f2f8733f1ffd130579fbfdbd30adb91cb6bdf6f;Personalization;4.2;500,000+
fd45a136c96403cbf5e22e5fd1822022f62b7b77118631999c3ee65296055176;News & Magazines;3.3;50,000+
d942f13ce36cd54f7c49cacefe885bbbc1812c91b0d97b21529ae5e19439659b;Communication;4.6;10,000+
ea1f52f0fd6482b94807395b347de5088ae79a4b499288ed5bdfb163cfc34149;Books & Reference;4.2;50,000+
b5d608b57c6bd5e38a8006f8d2ea5f41525a722eea347a7104b69b40dbeba0f6;Travel & Local;2.9;1,000,000+
bd134211386668fd96fafd95fcf7566b59cee313c0af136484168279f75d94ae;Social;3.9;100,000+
f742aa4aca37c9f7a4248f67ae7ed7f6818fbdab1d78c6f699e30ccac25ddfa7;Photography;3.8;1,000,000+
744e4cbb9cf9f12dc18dfe2847587d351b84804a0fc71c2c5663fe8e9f4e1479;Entertainment;4.3;500,000+
210edeb40355be42adf3c17f167d6314ff9a0eaabe29076f3512fdd1c9d497e5;Video Players & Editors;4.0;5,000,000+
72c09a3bfde705520d66f48f25b084239ad0707b1032beebba50783e363e8749;Puzzle;4.6;10,000,000+
4c89610044e4a974ddeb79c9448610e0e9fa6af7bcb5dbb3882685376fcc32af;Business;4.4;5,000,000+
79314dc9ed54a4fd1ce911e93f99e8fb024088b766f0c3146860932e44d17053;Productivity;4.4;1,000+
b0bc1f0777dded1aa6884c24411c6a49de38f0d6585f249faed18fa88563d663;Health & Fitness;4.0;100,000+
bff130845a63a5da593534bd48320c98ee2e4bd126e75502760a476494fa49e5;Shopping;4.2;50,000+
6ec5dc87d5746cfa4619a9857c92621d00f1403a0fba003a0bb99b86c44e9f7c;Lifestyle;4.3;100,000+
c7583d86d8f53a68578a60d9a6817b22eaf690fedd8c4fdc2dd86ad2e9e70842;Entertainment;4.3;50,000,000+
4e8522515aec7e7fd48a72336d17adc6fb2f5dde1699c7e529d88ce95dce0855;Casino;4.5;1,000,000+
e6c44a0e1e2b630bb893bd06eb61615bebed3d8053cfca35907397053ca2a103;Business;4.0;10,000+
8e8fc38985f00a616563d573747db660082bfaafccc87fd3279d57a33a589ba7;Role Playing;4.3;500,000+
1d1b125d20a9f957fb166cc622460b574e2b7dc30f7fee69b7fd0d3b198ff766;Business;3.2;100,000+
c703083e8439757fea843177b85fdea7048851034f7f1240dd00e047aacce3b5;Entertainment;4.6;10,000,000+
d1daf431bfa5be1447f077563b8d0c826241aafc0228d6a12f61be01a2c0c4ff;News & Magazines;4.1;10,000+
d29a6524bcbfbd8694f1bc6b70bc1c16a0d6b28f363e6437bb31a7b8766d800e;Music & Audio;3.9;1,000,000+
56c382dbe41eaff0bb3da45823a395dffb2d6c7afdb409b5c67c3d97ad4b8f85;Maps & Navigation;4.0;5,000+
e6faae314dd92a62c43b06ebe5fe0273eb569b282ecbe418940e3ccac7317097;Tools;4.5;100,000,000+
